cleaned_ocr,common_name,scientific_name,range,specimen_sketched,plate_number,corrected_plate,page_id,state,country
"PURPLE PENTSTEMON

Pentstemon lyalli Gray

Purple pentstemon is one of the finest of all the pentstemons, especially when it finds a congenial situation. In disintegrated limestone it thrives luxuriantly, often forming low dense clumps two or three feet in diameter and completely covered with large purple blossoms which resemble those of foxglove, one of its relatives. The flowers, borne at the ends of the stems, are so heavy that they weigh the branches to the ground. On slopes above timberline where it is subjected to severe climatic conditions it is very beautiful in contrast with gray rocks, especially when growing in rock crevices.

Purple pentstemon belongs to the Figwort Family and ranges from Idaho and Montana northward to Alberta and British Columbia.

We gathered them in perfection in Sinclair Canyon, near Radium Hot Springs, British Columbia, at an altitude of 3,000 feet.

PLATE 346",PURPLE PENTSTEMON,Pentstemon lyalli Gray,Purple pentstemon belongs to the Figwort Family and ranges from Idaho and Montana northward to Alberta and British Columbia.,"We gathered them in perfection in Sinclair Canyon, near Radium Hot Springs, British Columbia, at an altitude of 3,000 feet.",346,346,42669373,British Columbia,Canada
"CANADA VIOLET

Viola canadensis Linnaeus

Canada violet is easily recognized, because its habit of growth is different from that of most members of the Violet Family. The plants grow to a height of six inches to even two feet in favored situations, and the pale, rather inconspicuous, slightly scented flowers spring from the axils of the leaves. The Canada violet prefers moist shady places in the proximity of pines and firs, but it grows also in alpine meadows. Its flowering season is longer than that of most violets, lasting well into the summer.

The wide range of Canada violet makes it a familiar plant to many flower lovers. It occurs from the mountains of Alabama and Arizona northward to Newfoundland and Alaska.

The sketch was made at Lake Louise, Alberta, Canada, where the plant was found at an altitude of 5,000 feet.

PLATE 347",CANADA VIOLET,Viola canadensis Linnaeus,The wide range of Canada violet makes it a familiar plant to many flower lovers. It occurs from the mountains of Alabama and Arizona northward to Newfoundland and Alaska.,"The sketch was made at Lake Louise, Alberta, Canada, where the plant was found at an altitude of 5,000 feet.",347,347,42669372,Alberta,Canada
"WOOLLY ARNICA

Arnica tomentosa Macoun

Woolly arnica is one of many species of this genus, which belongs to the Aster Family. It is a graceful perennial with large bright yellow flower heads produced at the ends of the stems. Like other parts of the plant, the leaves are conspicuously woolly, hence the appropriateness of the name given to it. We found this arnica growing high on the mountainside where it maintained a precarious foothold in shallow soil in crevices of limestone rocks.

This species has a narrow range, occurring only in Alberta and British Columbia.

The plant illustrated was gathered in the valley of the Siffleur River, British Columbia, at an altitude of 5,000 feet.

PLATE 348",WOOLLY ARNICA,Arnica tomentosa Macoun,"This species has a narrow range, occurring only in Alberta and British Columbia.","The plant illustrated was gathered in the valley of the Siffleur River, British Columbia, at an altitude of 5,000 feet.",348,348,42669371,British Columbia,Canada
"STRAWBERRY-BLITE

Chenopodium capitatum (Linnaeus) Ascherson

The flowers of strawberry-blite are small, greenish, and inconspicuous. The plant is showy, however, in late summer when in fruit. It produces quantities of globular, pulpy, berrylike fruits crowded on the stems, which appear too weak to carry such a heavy load. It is sometimes called Indian strawberry, although it is not at all related to the true strawberries, being a member of the Goosefoot Family. The fruit is not eaten, but the Indians used the red juice of the fruit as a dye.

This plant has a wide range, occurring from New Jersey northward to Nova Scotia and westward to Illinois, California, and Alaska. It is found also in Europe and Asia.

The specimens painted were gathered by the side of the motor road in the Bow Valley between Banff and Lake Louise, Alberta, at an altitude of 4,000 feet.

PLATE 349",STRAWBERRY-BLITE,Chenopodium capitatum (Linnaeus) Ascherson,"This plant has a wide range, occurring from New Jersey northward to Nova Scotia and westward to Illinois, California, and Alaska. It is found also in Europe and Asia.","The specimens painted were gathered by the side of the motor road in the Bow Valley between Banff and Lake Louise, Alberta, at an altitude of 4,000 feet.",349,349,42669370,Alberta,Canada
"WESTERN RATTLESNAKEPLANTAIN

Peramium decipiens (Hooker) Piper

The common name applied to this plant refers to the resemblance of the beautiful white veinings of the leaves to the markings on a rattlesnake. It seems a pity to be obliged to include the word “plantain” in its name, however, for it is not in any way related to the weeds to which this name applies, being instead a delicate orchid. The technical name of the genus is not used in all books, some authors preferring to substitute Epipactis or Goodyera. The rosette of leaves is more conspicuous than the flowers, which are borne, usually, on one side of a stout stem. The plant loves decaying wood, and it grows frequently under evergreen trees where the air is cool and damp, though the soil is dry.

Western rattlesnakeplantain occurs from the mountains of New Mexico and California northward to British Columbia and sparingly eastward to the Great Lakes region, and even to northern Maine and Quebec.

We found it in the Selkirk Mountains twenty miles beyond Glacier, British Columbia, at an altitude of 3,000 feet.

PLATE 350",WESTERN RATTLESNAKEPLANTAIN,Peramium decipiens (Hooker) Piper,"Western rattlesnakeplantain occurs from the mountains of New Mexico and California northward to British Columbia and sparingly eastward to the Great Lakes region, and even to northern Maine and Quebec.","We found it in the Selkirk Mountains twenty miles beyond Glacier, British Columbia, at an altitude of 3,000 feet.",350,350,42669369,British Columbia,Canada
"BUR-FORGET-ME-NOT

Lappula diffusa (Lehmann) Greene

Bur-forget-me-not is a lovely plant growing two feet in height and bearing a profusion of delicately scented blue flowers. When it was in fruit we were disillusioned as to its character, for we found that each flower produced a small round bur covered with prickles which attached itself to any passing object and was difficult to loosen. The plant is especially plentiful in the tracks of old snow slides, for it delights in the cool moisture of slopes where much snow has melted. Sometimes the flowers are white.

Bur-forget-me-not ranges from Colorado to California and northward to Alberta and British Columbia.

We found the plant growing near Lake Louise, Alberta, Canada, at an altitude of 5,000 feet.

PLATE 351",BUR-FORGET-ME-NOT,Lappula diffusa (Lehmann) Greene,Bur-forget-me-not ranges from Colorado to California and northward to Alberta and British Columbia.,"We found the plant growing near Lake Louise, Alberta, Canada, at an altitude of 5,000 feet.",351,351,42669368,Alberta,Canada
"ALPINE FORGET-ME-NOT

Myosotis alpestris Schmidt

Alpine forget-me-not has lovely blue, slightly scented flowers, densely clustered, with deep yellow centers. It prefers moist alpine slopes near timberline, and here it is found in perfection, coming into flower throughout the summer as the snow recedes. Like many alpine plants, it has shorter stems when it grows at higher elevations - on the mountain sides, and there it may properly be described as a cluster of blue flowers surrounded by a rosette of green hairy leaves.

The forget-me-nots belong to the Borage Family. This one has a comparatively narrow range in North America, occurring from Colorado to Alberta and Alaska. It is found also in Europe and Asia.

In the region near Baker Lake, ten miles from Lake Louise, Alberta, where these flowers were gathered, it grows in perfection at an altitude of 6,500 feet.

PLATE 352",ALPINE FORGET-ME-NOT,Myosotis alpestris Schmidt,"This one has a comparatively narrow range in North America, occurring from Colorado to Alberta and Alaska. It is found also in Europe and Asia.","In the region near Baker Lake, ten miles from Lake Louise, Alberta, where these flowers were gathered, it grows in perfection at an altitude of 6,500 feet.",352,352,42669367,Alberta,Canada
"WHITE GLOBEFLOWER

Trollius albiflorus (Gray) Rydberg

Alpine meadows, the wet margins of streams, and the edges of melting snow patches are the places most frequented by the white globeflower. It blooms so early in the season that it is usually in fruit before the eastern visitor arrives, though often retarded plants may be found in blossom even at the end of the summer, pushing through a thin sheet of ice at the border of an obstinate snowbank. The globeflower belongs to the Buttercup Family, and looks much like some of its cousins of that group, the anemones.

The range of this species is from Colorado to Washington, Alberta, and British Columbia.

We gathered it in the meadows near Mount Assiniboine, fifty miles south of Banff, Alberta, at an altitude of 6,500 feet.

PLATE 353",WHITE GLOBEFLOWER,Trollius albiflorus (Gray) Rydberg,"The range of this species is from Colorado to Washington, Alberta, and British Columbia.","We gathered it in the meadows near Mount Assiniboine, fifty miles south of Banff, Alberta, at an altitude of 6,500 feet.",353,353,42669366,Alberta,Canada
"PERENNIAL GAILLARDIA

gailardia aristata Pursh

Perennial gaillardia is one of the gaudiest of the mountain flowers, and in its abundance and display of color recalls the familiar black-eyed-susan of eastern pastures. We often found the flower heads so large and beautiful that the plant seems to have no need of improvement by the hand of man, although this gaillardia was brought into cultivation long ago, and is now a well-known garden plant all over the world. It prefers dry slopes and many fine flower heads are often borne on a single plant. It belongs to the great Aster Family. This and other species of gaillardia are often seen in gardens.

Perennial gaillardia ranges from Colorado and South Dakota to Oregon and British Columbia.

This specimen grew near Emerald Lake, seven miles from Field, British Columbia, at an altitude of 6,000 feet.

PLATE 354",PERENNIAL GAILLARDIA,gaillardia aristata Pursh,Perennial gaillardia ranges from Colorado and South Dakota to Oregon and British Columbia.,"This specimen grew near Emerald Lake, seven miles from Field, British Columbia, at an altitude of 6,000 feet.",354,354,42669365,British Columbia,Canada
"PTARMIGAN BERRY

Arctous alpina (Linnaeus) Niedenzu

This dwarf shrub of the Heath Family is a colorful plant in autumn when its leaves turn crimson and it is decorated with red berries. Growing flat on the ground, it makes brilliant patches of color under the willows, alders, and scrub pines which form open thickets over the shaly flats deposited by glacial streams. By some authorities the red-berried form here pictured is separated as a variety from the more widespread black-berried one. Under the name Arctous erythrocarpa or Arctous alpina rubra, the ptarmigan berry grows at high altitudes in widely separated districts of Maine, New Hampshire, and Greenland, and from British Columbia to Alaska. It occurs also in Europe and Asia.

The plant was especially beautiful in Douglas Canyon Valley, which leads from Red Deer River Valley, fifty miles by trail north of Lake Louise, Alberta, where we found it at an altitude of 6,000 feet.

PLATE 355",PTARMIGAN BERRY,Arctous alpina (Linnaeus) Niedenzu,"The ptarmigan berry grows at high altitudes in widely separated districts of Maine, New Hampshire, and Greenland, and from British Columbia to Alaska. It occurs also in Europe and Asia.","The plant was especially beautiful in Douglas Canyon Valley, which leads from Red Deer River Valley, fifty miles by trail north of Lake Louise, Alberta, where we found it at an altitude of 6,000 feet.",355,355,42669364,Alberta,Canada
"HOODED LADIES-TRESSES

Ibidium strictum (Rydberg) House

Hooded ladies-tresses is later in blooming than most of our native orchids, and often delays flowering until the end of summer. It grows in moist or swampy places, in low meadows or near the borders of streams. It is a very sweet-scented plant and is often abundant where congenial soil and moisture conditions exist. Cross-pollination of the flowers is ensured by their intricate structure, and bees carry the pollen from one flower to another. Darwin's interesting observations on this process have been recorded in great detail, and he and Asa Gray had an extensive correspondence upon the subject.

The plant has a wide range, extending in one form or another from Pennsylvania to Newfoundland, New Mexico, California, and Alaska. Perhaps more than one species is included in this citation of range, as those from the east and from the west look rather dissimilar.

The flowers sketched were obtained in the Siffleur River Valley, fifty miles by trail north of Lake Louise, Alberta, at an altitude of 4,500 feet.

PLATE 356",HOODED LADIES-TRESSES,Ibidium strictum (Rydberg) House,"The plant has a wide range, extending in one form or another from Pennsylvania to Newfoundland, New Mexico, California, and Alaska.","The flowers sketched were obtained in the Siffleur River Valley, fifty miles by trail north of Lake Louise, Alberta, at an altitude of 4,500 feet.",356,356,42669363,Alberta,Canada
"YELLOW PENTSTEMON

Pentstemon confertus Douglas

Yellow pentstemon is a graceful member of the Figwort Family. In congenial surroundings it is very plentiful, although inconspicuous on account of the pale coloring of its flowers, which are grouped in several whorls along the stem. Altitude affects the plant greatly; in the lower valleys it may grow to a height of two feet, but at a high elevation the stem is only a few inches tall. Yellow flowers are rare among the pentstemons, which are represented in the Rocky Mountains by a number of species, most of them with white or purple blossoms.

This pentstemon extends from Wyoming to California, and northward to Alberta and British Columbia.

The plant sketched grew in the valley of Cataract Creek near Hector, British Columbia, at an altitude of 6,000 feet.

PLATE 357",YELLOW PENTSTEMON,Pentstemon confertus Douglas,"This pentstemon extends from Wyoming to California, and northward to Alberta and British Columbia.","The plant sketched grew in the valley of Cataract Creek near Hector, British Columbia, at an altitude of 6,000 feet.",357,357,42669362,British Columbia,Canada
"CAMAS

Quamasia quamash (Pursh) Coville

Camas is a relative of the lilies and hyacinths. It grows in large quantities in open meadows or boggy fields. When in bloom in early spring a camas meadow appears at a distance like a blue lake. The bulbs were used extensively as food by the northwestern Indians. When boiled they resemble potatoes in flavor. If baked over hot stones enclosed in a covering of grass for thirty-six hours they have a delicious chestnut flavor. Father de Smet in his “Oregon Missions” terms the bulb “the queen root of this clime.”

This lovely camas ranges from Utah, Montana, and northern California to British Columbia.

The sketch was made from plants growing at the east entrance to Glacier National Park, Montana.

PLATE 358",CAMAS,Quamasia quamash (Pursh) Coville,"This lovely camas ranges from Utah, Montana, and northern California to British Columbia.","The sketch was made from plants growing at the east entrance to Glacier National Park, Montana.",358,358,42669329,Montana,USA
"MOSS FORGET-ME-NOT

Eritrichum elongatum (Rydberg) W.F. Wight

This member of the Borage Family, whose flowers look so much like a true forget-me-not, is one of the plants that have adapted themselves to severe alpine conditions. Growing above timberline where there is little shelter from storm and wind, it hugs the ground, its woody root firmly inserted in some crevice, where barely sufficient soil has collected to permit its growth. Its flowers nestle in a mass of gray moss-like leaves, whose somber coloring enhances the rare blue of the flowers.

Moss forget-me-not ranges through the Rocky Mountains from New Mexico to Montana and Oregon.

The specimen painted was found on a trail that carried us away from the lower valleys near Apollonaris Spring in Yellowstone National Park, Montana.

PLATE 359",MOSS FORGET-ME-NOT,Eritrichum elongatum (Rydberg) W.F. Wight,Moss forget-me-not ranges through the Rocky Mountains from New Mexico to Montana and Oregon.,"The specimen painted was found on a trail that carried us away from the lower valleys near Apollonaris Spring in Yellowstone National Park, Montana.",359,359,42669330,Montana,USA
"WESTERN PIPSISSEWA

Chimaphila umbellata var. occidentalis (Rydberg) Blake

Pipsissewa is a shy plant retiring to moss-covered banks in cold dark woods. Its delightful odor calls attention to its presence and its glossy evergreen leaves and dainty pink flowers are soon discovered. After the flowers have withered, the brown seed pods remain sometimes throughout the winter scattering the seeds to the wind. Pipsissewa belongs to the Pyrola group of the Heath Family, and is called sometimes prince's pine.

Western pipsissewa is distributed from New Mexico to Montana, California, and Alaska. Its eastern relative is the typical form of the species and is widespread in the northeastern United States and Canada.

The plant sketched grew on the shore of Emerald Lake, near Field, British Columbia, at an altitude of 5,000 feet.

PLATE 360",WESTERN PIPSISSEWA,Chimaphila umbellata var. occidentalis (Rydberg) Blake,"Western pipsissewa is distributed from New Mexico to Montana, California, and Alaska. Its eastern relative is the typical form of the species and is widespread in the northeastern United States and Canada.","The plant sketched grew on the shore of Emerald Lake, near Field, British Columbia, at an altitude of 5,000 feet.",360,360,42669331,British Columbia,Canada
"RED COMANDRA

Comandra livida Richardson

Red comandra belongs to the Sandalwood Family, which has few representatives in this country, most of its members being shrubs and trees of the tropics. It is parasitic on the roots of other plants, and it withers immediately when gathered. The light green flowers are small and inconspicuous, but the fruits, when they mature in mid-summer, are of a vivid striking red. Two other comandras with greenish or yellowish fruits are widely distributed in the United States.

This species of comandra has a wide range, occurring from the mountains of Vermont to Labrador, and across Canada to British Columbia and even Alaska.

We gathered the plant near Glacier Lake on the headwaters of the Saskatchewan River, fifty miles north of Lake Louise at an altitude of 6,000 feet, where this sketch was made.

PLATE 361",RED COMANDRA,Comandra livida Richardson,"This species of comandra has a wide range, occurring from the mountains of Vermont to Labrador, and across Canada to British Columbia and even Alaska.","We gathered the plant near Glacier Lake on the headwaters of the Saskatchewan River, fifty miles north of Lake Louise at an altitude of 6,000 feet, where this sketch was made.",361,361,42669332,Alberta,Canada
"PALE STRAWBERRY

Fragaria glauca (Watson) Rydberg

Wild strawberries grow almost everywhere in the Canadian Rockies. Their large white flowers with yellow centers and the bright red fruits which follow them are known to all campers. Later in the season the leaves turn red. The plants propagate by runners, produced after the fruiting season. A tea made from the leaves is most efficacious in intestinal complaints, and its properties were known to the Indians, who often chewed the leaves for the same purpose. Wild strawberries are found throughout most of the United States and Canada, and also extend far southward along the mountains of Mexico. Long ago they were brought into cultivation, and they have been improved greatly, at least in size, by horticulturists.

This member of the Rose Family ranges from Nevada, New Mexico, and South Dakota to British Columbia.

The sketch was made from a specimen collected in the valley of Baker Creek, thirty miles by trail from Lake Louise, at an altitude of 600 feet.

PLATE 362",PALE STRAWBERRY,Fragaria glauca (Watson) Rydberg,"This member of the Rose Family ranges from Nevada, New Mexico, and South Dakota to British Columbia.","The sketch was made from a specimen collected in the valley of Baker Creek, thirty miles by trail from Lake Louise, at an altitude of 600 feet.",362,362,42669333,Alberta,Canada
"REDSTEM SAXIFRAGE

Saxifraga lyallii Engler

When traveling over the higher mountain regions above timberline, we frequently found the sloping banks of the tiny valleys spread with carpets of redstem saxifrage. Where the soil was wet by drippings from snowbanks, the tiny red and white flowers, carried well above the tufts of leaves on their red stems, reached their greatest perfection. When clumps of patnassia are associated with them, the effect is beautiful indeed.

Redstem saxifrage is a plant of narrow range, being found only from Montana and Alberta to British Columbia and Alaska.

The flowers sketched were obtained near Baker Lake, fifteen miles by trail from Lake Louise, at an altitude of 6,500 feet.

PLATE 363",REDSTEM SAXIFRAGE,Saxifraga lyallii Engler,"Redstem saxifrage is a plant of narrow range, being found only from Montana and Alberta to British Columbia and Alaska.","The flowers sketched were obtained near Baker Lake, fifteen miles by trail from Lake Louise, at an altitude of 6,500 feet.",363,363,42669334,Alberta,Canada
"YELLOW DRYAD

Dryas drummondii Richardson

As yellow dryad is usually seen by mountain visitors, its mats of crinkled leaves are surmounted by fluffy seed heads, for the flowers open early and last for only a brief season. The plant grows most profusely in gravelly glacial stream bottoms, in limestone soil. Here it abounds until overwhelmed in midsummer by the high waters of melting glacial ice, surviving only on portions of the stream banks left undisturbed by the rushing water. The pale yellow flower always turns its face downward, and does not open fully to the sunlight. The dryads belong to the Rose Family.

This species is found often at high elevations, from Quebec to Montana, British Columbia, and Alaska.

The specimen sketched was procured in the Ice River Valley, twenty-five miles by trail from Leanchoil Station on the Canadian Pacific Railroad, British Columbia, at an altitude of 3,500 feet.

PLATE 364",YELLOW DRYAD,Dryas drummondii Richardson,"This species is found often at high elevations, from Quebec to Montana, British Columbia, and Alaska.","The specimen sketched was procured in the Ice River Valley, twenty-five miles by trail from Leanchoil Station on the Canadian Pacific Railroad, British Columbia, at an altitude of 3,500 feet.",364,364,42669335,British Columbia,Canada
"YELLOW DRYAD

Dryas drummondii Richardson

When the flowers of yellow dryad are past, their stalks lengthen and soon the twisted seed heads develop into balls of fluff. These are borne on dainty stems about six inches above the close mats of gray-green leaves. Near Glacier Lake they grew in fairy rings. The soft pink fluffy fruits were very beautiful. The horses considered them only from the practical standpoint, and enjoyed eating them.

This member of the Rose Family is found in the mountains from Quebec to Montana, British Columbia and Alaska.

In the valley of the Siffleur River, fifty miles north of Lake Louise, by trail, the plant grew in abundance, and here we obtained these specimens at an altitude of 3,500 feet.

PLATE 365",YELLOW DRYAD,Dryas drummondii Richardson,"This member of the Rose Family is found in the mountains from Quebec to Montana, British Columbia and Alaska.","In the valley of the Siffleur River, fifty miles north of Lake Louise, by trail, the plant grew in abundance, and here we obtained these specimens at an altitude of 3,500 feet.",365,365,42669336,Alberta,Canada
"HELIOTROPE VALERIAN

Valeriana sitchensis Bongard

Heliotrope valerian grows plentifully in moist upland meadows, or on open mountain slopes, its tall succulent stems lifting the heads of white or pinkish flowers well above the surrounding vegetation. The flowers are very sweet-scented with a fragrance suggesting heliotrope and attract numerous small insects. If they are gathered and placed in water, however, the penetrating odor so characteristic of the Valerian Family becomes clearly noticeable and the water turns pink. The odor of the roots persists long after they are dry. Numerous species of valerian grow in the United States, especially in the West.

Heliotrope valerian is found from Montana and Oregon north to Yukon and Alaska.

The flowers sketched were obtained near Hector, British Columbia, at an altitude of 5,000 feet.

PLATE 366",HELIOTROPE VALERIAN,Valeriana sitchensis Bongard,Heliotrope valerian is found from Montana and Oregon north to Yukon and Alaska.,"The flowers sketched were obtained near Hector, British Columbia, at an altitude of 5,000 feet.",366,366,42669337,British Columbia,Canada
"MOSS CAMPION

Silene acaulis Linnaeus

Moss campion is one of the most attractive of the alpine plants and one frequently seen by the mountaineer climbing above timberline. Although its blooming season is short, differences in altitude and exposure in its many habitats are responsible for its blooming during a longer period than most alpine plants. It grows from a single woody root anchored deep in rocky soil, and spreads into a flat cushion often a foot or more in diameter. The bright green of the narrow leaves is beautifully contrasted with the pink, or rarely white, flowers, and the plant is always a joy to behold.

This lovely member of the Pink Family is found in arctic or arctic-alpine situations, from New Hampshire to Greenland, across Canada and from the highest mountains of New Mexico to Alaska; also in Europe and Asia.

The plant sketched was procured near Baker Lake, fifteen miles by trail north of Lake Louise, Alberta, at an altitude of 7,500 feet.

PLATE 367",MOSS CAMPION,Silene acaulis Linnaeus,"This lovely member of the Pink Family is found in arctic or arctic-alpine situations, from New Hampshire to Greenland, across Canada and from the highest mountains of New Mexico to Alaska; also in Europe and Asia.","The plant sketched was procured near Baker Lake, fifteen miles by trail north of Lake Louise, Alberta, at an altitude of 7,500 feet.",367,367,42669338,Alberta,Canada
"ALPINE HAREBELL

Campanula lasiocarpa Chamisso

In the southern part of its range, alpine harebell is a comparatively rare plant and is to be found only by those hardy souls who climb to the heights. Here above timberline we found it hiding among the short grasses, as though to gain a little shelter from winds and storms. It was a thrilling experience to come upon so shy and rare a flower.

This attractive little harebell has a northern range, occurring in Alberta, British Columbia, and Alaska. It is found also in Siberia and Japan.

The sketch was made from a flower obtained on Eagle Peak, near Glacier, British Columbia, at an altitude of 8,000 feet.

PLATE 368",ALPINE HAREBELL,Campanula lasiocarpa Chamisso,"This attractive little harebell has a northern range, occurring in Alberta, British Columbia, and Alaska. It is found also in Siberia and Japan.","The sketch was made from a flower obtained on Eagle Peak, near Glacier, British Columbia, at an altitude of 8,000 feet.",368,368,42669339,British Columbia,Canada
"HAREBELL

Campanula rotundifolia Linnaeus

No one who has seen harebells remains unappreciative of their dainty beauty. The apparently delicate stems are really strong and well able to support the flowers they carry. The buds are usually upright, but the flowers when open are horizontal or turn downwards to protect the stamens and pistils from passing showers. The name rotundifolia (\",HAREBELL,Campanula rotundifolia Linnaeus,"The harebell has as wide a distribution as any member of the Bellflower Family, ranging from Pennsylvania to Illinois, New Mexico, and California, and north to Labrador and Alaska. It grows also in Europe and Asia.","The sketch was made from specimens found near Hector, British Columbia, at an altitude of 4,000 feet.",369,369,42669340,British Columbia,Canada
"RED WILLOW WEED

Epilobium latifolium Linnaeus

Red willowweed is a superb member of the Evening-primrose Family that prefers gravelly stream bottoms, especially those overflowed by the water from melting glaciers, and also often borders alpine brooks. The large petals are inserted at the top of the long slender pods, which, when ripe, split lengthwise, freeing the plumed seeds which are blown by the wind far from the parent plant. When the plants are in bloom, they make a gorgeous sight, often covering many acres with their lovely color.

This plant has a wide range from Greenland to Quebec, South Dakota, Colorado, Washington, and Alaska. It occurs also in Europe and Asia.

The sketch was made from a specimen obtained near Glacier, British Columbia, at an altitude of 3,500 feet.

PLATE 370",RED WILLOW WEED,Epilobium latifolium Linnaeus,"This plant has a wide range from Greenland to Quebec, South Dakota, Colorado, Washington, and Alaska. It occurs also in Europe and Asia.","The sketch was made from a specimen obtained near Glacier, British Columbia, at an altitude of 3,500 feet.",370,370,42669341,British Columbia,Canada
"NORTHERN ANEMONE

Anemone parviflora Michaux

On account of its greater range in altitude, northern anemone flowers during a longer season than most of its relatives. If we climb in midsummer above timberline, we find it in sheltered places where the snow has recently melted, blooming beside the rivulets of snow water. It is able to withstand even the frosty nights of the higher slopes and appears none the worse for the freezing it has experienced. When the flowers are past, a woolly seed head soon develops, and in autumn the seeds are carried away by the wind to new localities. The name Anemone is derived from a Greek word meaning “the wind.” Northern anemone belongs to the Buttercup Family, and has a wide range from Ontario to Labrador, Colorado, and Alaska. It grows also in Asia.

The flowers sketched were found near Wild Flower Camp, twenty-five miles by trail from Lake Louise, Alberta, at an altitude of 7,000 feet.

PLATE 371",NORTHERN ANEMONE,Anemone parviflora Michaux,"Northern anemone belongs to the Buttercup Family, and has a wide range from Ontario to Labrador, Colorado, and Alaska. It grows also in Asia.","The flowers sketched were found near Wild Flower Camp, twenty-five miles by trail from Lake Louise, Alberta, at an altitude of 7,000 feet.",371,371,42669342,Alberta,Canada
"ALBERTA PAINTBRUSH

Castilleja miniata Bentham

No group of plants that we have observed in the Canadian Rockies exhibits such a wonderful variety of color as the species of Castilleja, almost universally known as paintbrushes, which are representatives of the Figwort Family. All tints from white, through yellow, green, pink, red, and wine color, with every degree of shade between, are to be seen in nature's gardens. Some are dazzlingly brilliant, but others are softly shaded with the deepest color on the tips of the bracts forming the head. Even in the same species there is often a surprising variation in coloring, and isolated plants of forms with normally red bracts have yellow bracted spikes.

This species of paintbrush ranges from Montana and Washington north to Alberta and Saskatchewan.

The specimen painted grew near our camp on the headwaters of the Clearwater River, forty-five miles by trail north of Lake Louise, Alberta, at an altitude of 6,500 feet.

PLATE 372",ALBERTA PAINTBRUSH,Castilleja miniata Bentham,This species of paintbrush ranges from Montana and Washington north to Alberta and Saskatchewan.,"The specimen painted grew near our camp on the headwaters of the Clearwater River, forty-five miles by trail north of Lake Louise, Alberta, at an altitude of 6,500 feet.",372,372,42669343,Alberta,Canada
"ELEPHANTHEAD

Pedicularis groenlandica Retz

Elephanthead loves wet meadows and the borders of lakes and streams. It prefers the region about timberline, and in sedgy upland swampy places it supplies masses of rich color. Flowers, stems, and leaves are often of almost the same tone. The curious flower resembles an elephant’s head with the trunk raised.

This plant and a similar one growing in California have been referred by a few botanists to a distinct genus, appropriately named Elephantella, but the two species agree essentially in their flower structure with other members of the genus Pedicularis.

This representative member of the Figwort Family is found in Greenland and Labrador, and from the mountains of New Mexico and California northward to Alaska.

It grew in many places in the Ptarmigan Valley, fifteen miles by trail north from Lake Louise, Alberta, at an altitude of 6,000 feet, where this specimen was obtained.

PLATE 373",ELEPHANTHEAD,Pedicularis groenlandica Retz,"This representative member of the Figwort Family is found in Greenland and Labrador, and from the mountains of New Mexico and California northward to Alaska.","It grew in many places in the Ptarmigan Valley, fifteen miles by trail north from Lake Louise, Alberta, at an altitude of 6,000 feet, where this specimen was obtained.",373,373,42669344,Alberta,Canada
"LEWIS MONKEY FLOWER

Mimulus lewisii Pursh

In the neighborhood of Glacier, British Columbia, where I first saw this striking monkeyflower, it grew luxuriantly. Along the streams about timberline it found the habitat most suited to it, for although it never grew in water, it needed the cool drippings from melting snows higher up the slopes to sustain its lush growth. The large richly colored flowers were in pleasing contrast with the green leaves. I never found the plant in the Rockies east of the Columbia River. The specific name was given in honor of Meriwether Lewis of the celebrated Lewis and Clark Expedition to the Northwest. Although dissimilar in aspect, the monkeyflowers belong to the same family as the elephanthead, shown in the preceding plate—namely, the Figwort family.

Lewis monkeyflower is found from Colorado to Arizona, California, and British Columbia and locally eastward to Minnesota.

These specimens were gathered at an altitude of 3,500 feet.

PLATE 374",LEWIS MONKEY FLOWER,Mimulus lewisii Pursh,"Lewis monkeyflower is found from Colorado to Arizona, California, and British Columbia and locally eastward to Minnesota.","These specimens were gathered at an altitude of 3,500 feet.",374,374,42669345,?,?
"ALPINE MONKEYFLOWER

Mimulus caespitosus Greene

The low growth of alpine monkeyflower coupled with the unusually large blossoms makes this species easy to recognize. It loves wet places by the edges of cold brooks, although it does not grow actually in the water. Often it is the first flower to gain a foothold in the beds of glacial moraines, uncovered by the recent recession of the ice. The masses of golden yellow flowers were conspicuous near the forefoot of the Ilecillewaet Glacier, near Glacier, British Columbia. The alpine monkeyflower belongs to the Figwort Family and ranges from Idaho to California and northward to British Columbia.

The flowers painted were gathered in the Asulkan Valley near Glacier, British Columbia, at an altitude of 3,500 feet.

PLATE 375",ALPINE MONKEYFLOWER,Mimulus caespitosus Greene,The alpine monkeyflower belongs to the Figwort Family and ranges from Idaho to California and northward to British Columbia.,"The flowers painted were gathered in the Asulkan Valley near Glacier, British Columbia, at an altitude of 3,500 feet.",375,375,42669346,British Columbia,Canada
